0000000,0.078125
0000001,-0.015625
0000010,0.03125
0000100,0.078125
0001000,0.015625
0010000,0.078125
0100000,-0.03125
1000000,-0.078125
0000011,0
0000101,-0.015625
0001001,0.015625
0010001,-0.015625
0100001,0
1000001,0.015625
0000110,0.03125
0001010,0
0010010,0.03125
0100010,0.015625
1000010,-0.03125
0001100,0.015625
0010100,0.078125
0100100,-0.03125
1000100,-0.078125
0011000,0.015625
0101000,0
1001000,-0.015625
0110000,-0.03125
1010000,-0.078125
1100000,0.03125
0000111,0
0001011,0
0010011,0
0100011,-0.015625
1000011,0
0001101,0.015625
0010101,-0.015625
0100101,0
1000101,0.015625
0011001,0.015625
0101001,0
1001001,-0.015625
0110001,0
1010001,0.015625
1100001,0
0001110,0
0010110,0.03125
0100110,0.015625
1000110,-0.03125
0011010,0
0101010,0.015625
1001010,0
0110010,0.015625
1010010,-0.03125
1100010,-0.015625
0011100,0.015625
0101100,0
1001100,-0.015625
0110100,-0.03125
1010100,-0.078125
1100100,0.03125
0111000,0
1011000,-0.015625
1101000,0
1110000,0.03125
0001111,0
0010111,0
0100111,-0.015625
1000111,0
0011011,0
0101011,0.015625
1001011,0
0110011,-0.015625
1010011,0
1100011,0.015625
0011101,0.015625
0101101,0
1001101,-0.015625
0110101,0
1010101,0.015625
1100101,0
0111001,0
1011001,-0.015625
1101001,0
1110001,0
0011110,0
0101110,0.015625
1001110,0
0110110,0.015625
1010110,-0.03125
1100110,-0.015625
0111010,0.015625
1011010,0
1101010,-0.015625
1110010,-0.015625
0111100,0
1011100,-0.015625
1101100,0
1110100,0.03125
1111000,0
